,adview
3343,2629.8071
3344,2050.423
3345,1383.39
3346,805.3768
3347,1071.6777
3348,2553.7354
3349,843.64606
3350,1724.678
3351,922.42535
3352,1420.1919
3353,2433.2607
3354,2312.184
3355,3006.592
3356,49.605545
3357,2324.3452
3358,1777.6221
3359,1684.4199
3360,2829.1099
3361,1640.6704
3362,409.31082
3363,1931.4976
3364,751.68945
3365,1649.4712
3366,524.2128
3367,336.548
3368,1016.58685
3369,2572.6304
3370,906.43085
3371,2072.219
3372,662.9506
3373,1910.5471
3374,559.59924
3375,2.6317916
3376,512.60583
3377,2195.3232
3378,2628.259
3379,2303.877
3380,1113.3203
3381,1247.4075
3382,2422.96
3383,910.07245
3384,1482.5227
3385,555.3008
3386,2429.1345
3387,2349.5728
3388,1311.3528
3389,2343.016
3390,2330.9473
3391,2233.105
3392,2268.005
3393,2461.9448
3394,1146.2341
3395,1341.2815
3396,1852.7175
3397,1000.0711
3398,2139.4475
3399,1087.6674
3400,1328.5554
3401,2137.8633
3402,2469.1914
3403,1660.6007
3404,547.34033
3405,2382.0618
3406,2095.4941
3407,1231.7263
3408,2217.8718
3409,1342.0444
3410,981.3968
3411,1669.9333
3412,985.0188
3413,2581.0847
3414,1795.5825
3415,2356.9482
3416,1059.2765
3417,2431.6355
3418,1896.6177
3419,1683.6981
3420,1541.1986
3421,2349.8977
3422,2564.9512
3423,2524.8662
3424,2447.8738
3425,1499.3833
3426,2141.753
3427,1843.5098
3428,1748.5266
3429,887.16754
3430,1595.4224
3431,2628.6558
3432,2388.7302
3433,2260.098
3434,2127.7546
3435,909.2609
3436,2212.4973
3437,2229.1396
3438,2654.4375
3439,2222.8672
3440,2087.337
3441,1162.1565
3442,39.821648
3443,2305.6504
3444,1102.3579
3445,1410.266
3446,1983.9639
3447,1997.0807
3448,507.44138
3449,1015.89685
3450,1357.5239
3451,2413.3718
3452,2.6317916
3453,2084.2131
3454,2641.62
3455,1584.0284
3456,1879.5513
3457,925.60406
3458,1886.2819
3459,2102.1028
3460,473.4584
3461,767.434
3462,941.4077
3463,1257.9843
3464,504.5344
3465,2538.459
3466,1450.4747
3467,2359.4126
3468,2303.6074
3469,996.1025
3470,656.142
3471,2.6317916
3472,2035.8425
3473,2081.8193
3474,2115.6274
3475,2214.81
3476,1928.324
3477,654.72424
3478,2366.9443
3479,967.2872
3480,1366.709
3481,2426.316
3482,3036.9827
3483,1330.4163
3484,1567.147
3485,1469.8265
3486,2960.8086
3487,1026.0833
3488,420.5251
3489,1569.4305
3490,2383.8582
3491,2327.8115
3492,2417.6675
3493,2190.646
3494,2232.8066
3495,2539.0857
3496,1824.5508
3497,2506.6611
3498,881.7871
3499,2178.5332
3500,1686.1886
3501,1474.1724
3502,2.6317916
3503,991.30096
3504,2359.664
3505,2350.0676
3506,1724.4185
3507,1369.5894
3508,2507.5996
3509,2702.2017
3510,1807.8593
3511,752.4845
3512,2442.9888
3513,1594.2827
3514,1957.1667
3515,2345.806
3516,1385.4592
3517,1139.5249
3518,1840.2628
3519,1804.771
3520,2736.3398
3521,2.6317916
3522,2467.892
3523,2169.7295
3524,1876.8323
3525,476.9565
3526,2260.5562
3527,712.2434
3528,2090.9995
3529,1727.2969
3530,2418.7905
3531,779.76544
3532,908.24664
3533,1128.2314
3534,1664.5344
3535,2397.158
3536,948.09546
3537,887.2253
3538,2265.2798
3539,2662.0476
3540,1320.9038
3541,1919.5848
3542,1765.3365
3543,1454.7262
3544,2250.1997
3545,1820.7769
3546,2069.3848
3547,2344.9285
3548,415.5446
3549,2563.4714
3550,1234.6492
3551,2192.7808
3552,432.36188
3553,2387.8247
3554,2368.2666
3555,331.38824
3556,751.66455
3557,2038.8308
3558,1881.3131
3559,2334.0332
3560,698.0099
3561,2731.9402
3562,2265.582
3563,1113.1914
3564,1392.1511
3565,561.8487
3566,2202.4995
3567,2.6317916
3568,1439.3909
3569,1754.0491
3570,1838.344
3571,1913.1467
3572,2249.7808
3573,2414.8247
3574,1373.8015
3575,2084.4602
3576,2184.405
3577,593.9312
3578,2582.9272
3579,2727.5205
3580,820.9628
3581,1693.3378
3582,2343.7856
3583,718.6082
3584,1458.6064
3585,1058.5669
3586,1306.4855
3587,1178.3771
3588,230.3178
3589,1509.3438
3590,767.54486
3591,1443.4756
3592,2733.3562
3593,2380.3523
3594,1799.3024
3595,1767.0977
3596,2342.769
3597,677.14594
3598,2868.531
3599,1637.8271
3600,1500.1611
3601,2.6317916
3602,2142.645
3603,1889.5376
3604,1987.7637
3605,2526.8357
3606,2636.7595
3607,2417.6587
3608,2433.5967
3609,2.6317916
3610,2.6317916
3611,2016.6855
3612,1964.6064
3613,2010.2253
3614,1525.0627
3615,1380.5647
3616,1930.1525
3617,1278.9276
3618,2396.4795
3619,2.6317916
3620,1110.697
3621,2417.192
3622,636.1982
3623,1338.9224
3624,1976.9563
3625,2353.8618
3626,2.6317916
3627,2093.8027
3628,1408.9138
3629,1781.7771
3630,752.9582
3631,2.6317916
3632,2347.544
3633,2493.3984
3634,1245.558
3635,2.6317916
3636,2499.9028
3637,1498.8744
3638,2470.0547
3639,2490.986
3640,1965.0432
3641,1228.7594
3642,1459.4651
3643,1468.5579
3644,2537.1055
3645,2020.5535
3646,1852.801
3647,1662.8296
3648,2347.2021
3649,2381.6104
3650,1245.6808
3651,1716.7395
3652,2266.4443
3653,2460.942
3654,1335.1029
3655,1083.6245
3656,1727.2131
3657,2138.6138
3658,1626.9551
3659,1527.0588
3660,958.12506
3661,529.0173
3662,2295.9414
3663,737.95233
3664,458.361
3665,1708.7828
3666,2412.3835
3667,1877.571
3668,834.6127
3669,688.284
3670,1900.7393
3671,2782.819
3672,2507.6948
3673,1940.7722
3674,419.71164
3675,2119.2876
3676,825.6108
3677,2.6317916
3678,2.6317916
3679,2490.9175
3680,1518.0979
3681,1632.3462
3682,1413.6394
3683,1357.2952
3684,1384.7346
3685,855.06525
3686,2313.0044
3687,433.03702
3688,2389.8118
3689,2004.1034
3690,1895.3682
3691,2291.6328
3692,1651.3429
3693,2424.3413
3694,2370.5798
3695,1419.1631
3696,2527.7603
3697,1866.0056
3698,1583.0984
3699,1933.2834
3700,436.37228
3701,1289.1411
3702,1735.4249
3703,2502.1277
3704,2561.2969
3705,385.26718
3706,683.40454
3707,2478.7783
3708,2488.674
3709,1507.6799
3710,637.7626
3711,1967.1833
3712,573.1778
3713,1899.8923
3714,2557.8577
3715,2.6317916
3716,2737.686
3717,2052.3416
3718,2570.5688
3719,1022.69025
3720,2.6317916
3721,726.30707
3722,2300.5696
3723,2488.0635
3724,2398.8574
3725,1748.239
3726,2245.5112
3727,1607.2549
3728,1549.1157
3729,1992.2148
3730,1304.5944
3731,2135.2773
3732,1391.8939
3733,1739.1951
3734,2310.2146
3735,2436.4834
3736,471.98917
3737,3771.7837
3738,2217.438
3739,610.12036
3740,1786.0635
3741,2312.7437
3742,2488.1619
3743,2036.658
3744,2614.9712
3745,1148.8815
3746,2642.2642
3747,2479.6501
3748,2327.1526
3749,2.6317916
3750,2505.7144
3751,1546.5894
3752,2347.3237
3753,1217.3434
3754,1989.6138
3755,1171.0574
3756,2555.1384
3757,1327.7227
3758,2463.5454
3759,2257.0493
3760,894.6831
3761,1207.7458
3762,2689.122
3763,1107.1461
3764,778.44037
3765,2114.2627
3766,2428.906
3767,1843.1038
3768,1920.6179
3769,2016.1716
3770,713.5303
3771,2458.3347
3772,2275.2236
3773,1522.0051
3774,2198.621
3775,1364.6129
3776,2.6317916
3777,1045.835
3778,1889.7373
3779,1237.474
3780,2472.1963
3781,2258.9712
3782,1104.5957
3783,1273.1096
3784,1330.2151
3785,563.26996
3786,2170.26
3787,2247.313
3788,2516.4448
3789,2153.1702
3790,1989.4348
3791,957.43164
3792,2628.632
3793,991.01935
3794,1508.3987
3795,2582.269
3796,1601.1549
3797,2504.2722
3798,1477.1456
3799,2227.943
3800,2083.7124
3801,56.783955
3802,1498.123
3803,685.9766
3804,2.6317916
3805,2049.8564
3806,159.03546
3807,1749.0125
3808,2165.7617
3809,681.40466
3810,899.3066
3811,555.16156
3812,1992.1051
3813,2194.4417
3814,1071.032
3815,2312.0835
3816,441.29776
3817,1284.501
3818,2720.9436
3819,2659.014
3820,1489.8167
3821,2668.3816
3822,1300.6132
3823,1952.7397
3824,1894.2656
3825,485.4313
3826,1415.1655
3827,2456.2944
3828,1477.126
3829,1670.9268
3830,2403.1523
3831,1216.0602
3832,2575.5303
3833,2139.2988
3834,2020.3298
3835,1156.9412
3836,1589.5779
3837,1664.6282
3838,2266.0117
3839,2.6317916
3840,1334.4923
3841,459.06628
3842,1435.7029
3843,678.53394
3844,2567.1255
3845,1906.7175
3846,2046.5759
3847,5.642897
3848,2040.5203
3849,740.3118
3850,1948.2474
3851,2292.3523
3852,992.92676
3853,2633.5105
3854,725.7368
3855,1535.9489
3856,2797.4543
3857,2555.1968
3858,2190.9917
3859,558.6967
3860,1627.3362
3861,2668.8228
3862,2251.9812
3863,1921.1018
3864,69.77036
3865,2781.9055
3866,1835.8749
3867,2740.4429
3868,2486.5266
3869,1422.5446
3870,662.4002
3871,2151.395
3872,1650.7024
3873,2313.6714
3874,2112.5698
3875,2781.9207
3876,2172.6558
3877,2720.526
3878,227.31041
3879,2318.0322
3880,2039.1152
3881,2566.0432
3882,2400.4526
3883,1744.1577
3884,2336.3794
3885,632.7832
3886,2161.1792
3887,678.242
3888,2090.2925
3889,2012.9846
3890,2192.981
3891,1310.2437
3892,2111.3782
3893,1954.3564
3894,1035.2559
3895,1370.5984
3896,2056.1501
3897,2346.1333
3898,1129.5182
3899,13.254272
3900,887.5095
3901,143.41191
3902,2523.216
3903,2281.8262
3904,1360.4559
3905,1769.4052
3906,1415.3568
3907,1208.8269
3908,2597.525
3909,1472.8738
3910,1165.1656
3911,2602.6572
3912,2328.7776
3913,2589.0562
3914,1459.601
3915,1424.5643
3916,728.4251
3917,1709.8569
3918,1094.184
3919,2847.25
3920,1212.921
3921,1459.0685
3922,2145.1604
3923,792.6133
3924,2016.386
3925,2.6317916
3926,2083.2126
3927,1974.7039
3928,2595.3345
3929,2203.763
3930,985.4599
3931,2301.5803
3932,1630.3218
3933,1697.5737
3934,2426.3508
3935,2197.6602
3936,2778.6548
3937,2445.5422
3938,2149.2014
3939,1860.2468
3940,559.99493
3941,1227.8381
3942,1248.9667
3943,2328.3918
3944,2622.8667
3945,1248.382
3946,2453.8818
3947,2126.2473
3948,1187.1215
3949,720.6335
3950,2.6317916
3951,2133.6636
3952,1135.6378
3953,1025.2319
3954,2219.027
3955,1358.0598
3956,2051.684
3957,1692.8215
3958,2196.981
3959,2426.8213
3960,1419.1787
3961,2450.5137
3962,2579.0261
3963,1226.112
3964,911.7222
3965,2246.3228
3966,1969.8966
3967,2105.4814
3968,2624.9673
3969,127.724365
3970,2280.2905
3971,2492.8853
3972,1836.4136
3973,1835.5581
3974,2.6317916
3975,250.12602
3976,2348.306
3977,1191.6097
3978,1321.1694
3979,1970.4137
3980,1345.1292
3981,2522.0571
3982,2747.7563
3983,1164.9796
3984,2049.3945
3985,751.9708
3986,2502.3442
3987,1985.1658
3988,2286.7595
3989,748.21716
3990,1307.5167
3991,1153.146
3992,1818.5144
3993,2.6317916
3994,1391.1202
3995,2.6317916
3996,2535.5068
3997,2277.7988
3998,2248.5789
3999,1022.0334
4000,453.38937
4001,555.1953
4002,2256.5308
4003,1093.4042
4004,280.74203
4005,2562.0308
4006,2294.6626
4007,1388.3428
4008,1189.5242
4009,921.4499
4010,883.61847
4011,2026.1948
4012,2454.546
4013,575.7503
4014,1625.3662
4015,1911.3552
4016,2479.2805
4017,1469.4141
4018,858.51086
4019,1371.8553
4020,1922.9269
4021,942.92084
4022,2196.4258
4023,1806.0227
4024,2385.5159
4025,1477.4647
4026,1850.8684
4027,1213.053
4028,594.65076
4029,2.6317916
4030,2328.6567
4031,1370.0469
4032,1874.7957
4033,2336.947
4034,802.7249
4035,1550.1238
4036,2393.9934
4037,2453.1377
4038,947.51495
4039,279.6602
4040,613.2232
4041,2106.4707
4042,1704.1761
4043,2599.3433
4044,2585.5684
4045,2317.2395
4046,2401.1343
4047,2427.5518
4048,1379.8303
4049,2787.2773
4050,13.123453
4051,1186.4404
4052,1078.7046
4053,2484.6528
4054,869.16144
4055,560.7519
4056,2493.4165
4057,1127.8809
4058,2.6317916
4059,1266.643
4060,1965.6692
4061,640.23016
4062,2298.316
4063,2131.177
4064,2287.563
4065,1572.3317
4066,2560.6658
4067,1786.1284
4068,771.37885
4069,2285.0532
4070,2234.3438
4071,1422.5319
4072,1019.03864
4073,414.18173
4074,1091.1544
4075,1097.2092
4076,2399.2463
4077,2758.088
4078,2432.8599
4079,2469.84
4080,2440.8726
4081,2372.188
4082,1483.9095
4083,1008.5689
4084,695.71075
4085,1393.7195
4086,2654.7363
4087,1152.6001
4088,1281.0734
4089,1982.1714
4090,2561.2285
4091,2347.4507
4092,2180.0005
4093,2033.1705
4094,2417.6658
4095,1747.9304
4096,2599.6777
4097,1999.388
4098,2209.606
4099,1350.8253
4100,2136.7693
4101,2549.7422
4102,2507.857
4103,2385.0864
4104,2377.8315
4105,2595.4438
4106,2476.8306
4107,2.6317916
4108,1477.3881
4109,2438.9087
4110,2589.926
4111,2670.688
4112,761.2127
4113,1181.9442
4114,1219.1924
4115,2.6317916
4116,2045.5205
4117,2367.1548
4118,1413.2504
4119,1391.7185
4120,2595.1821
4121,2472.9111
4122,553.7706
4123,2422.997
4124,1707.4387
4125,1365.9688
4126,1332.3892
4127,1625.0594
4128,1026.384
4129,1267.8104
4130,1090.9896
4131,1808.8289
4132,2626.7778
4133,703.5476
4134,2279.219
4135,2229.501
4136,1387.7843
4137,1076.4264
4138,2316.7334
4139,2385.5002
4140,758.2238
4141,2483.4712
4142,1469.0884
4143,1865.8779
4144,723.3383
4145,781.0393
4146,1437.0388
4147,1182.4213
4148,2439.334
4149,1417.896
4150,1928.1301
4151,1963.8027
4152,1025.4758
4153,1984.9902
4154,2406.975
4155,1276.4696
4156,1834.9094
4157,1687.3428
4158,2.6317916
4159,1658.32
4160,2515.0813
4161,2.6317916
4162,2708.9526
4163,1171.5162
4164,2419.1143
4165,2339.7458
4166,1083.2859
4167,2293.865
4168,976.209
4169,2361.5176
4170,3.837474
4171,2276.6328
4172,2201.158
4173,1625.4932
4174,1508.516
4175,1486.8752
4176,2167.4048
4177,2502.4917
4178,2373.8184
4179,2455.0125
4180,2585.2424
4181,1131.9264
4182,2313.2285
4183,2148.1248
4184,965.17035
4185,2462.8857
4186,2470.5566
4187,1978.8396
4188,1505.2283
4189,2.6317916
4190,2307.777
4191,187.4795
4192,1408.1523
4193,822.11835
4194,2512.0098
4195,2564.4446
4196,1969.8943
4197,2179.9746
4198,553.2271
4199,1400.8645
4200,1975.4448
4201,2925.827
4202,2275.8237
4203,1233.0575
4204,1554.5154
4205,2477.4873
4206,1610.0178
4207,2052.5815
4208,2737.0125
4209,895.56055
4210,2.6317916
4211,1802.2163
4212,2629.6353
4213,1127.2046
4214,2293.7173
4215,2027.5872
4216,2099.016
4217,1735.6018
4218,2416.9275
4219,1905.7334
4220,2690.0063
4221,734.02594
4222,498.1603
4223,570.34753
4224,1981.2708
4225,2648.8315
4226,2276.5605
4227,2479.8748
4228,2913.6511
4229,2091.2544
4230,1699.0737
4231,2104.6626
4232,1974.3462
4233,266.9711
4234,2507.7478
4235,2465.679
4236,2545.172
4237,2320.9143
4238,1480.7294
4239,1329.5181
4240,1813.009
4241,173.53726
4242,1176.5944
4243,1176.5239
4244,2334.29
4245,1553.1207
4246,1035.1667
4247,620.34064
4248,2134.486
4249,2478.185
4250,2595.1663
4251,1923.6855
4252,852.80334
4253,2064.3525
4254,2586.826
4255,1341.4872
4256,2315.29
4257,2679.533
4258,2062.1753
4259,397.94534
4260,2277.739
4261,2581.898
4262,1322.8848
4263,2586.9468
4264,1100.0436
4265,685.122
4266,2327.058
4267,2504.8257
4268,1870.4966
4269,1972.2076
4270,1802.6815
4271,2010.6458
4272,2359.0134
4273,2207.2996
4274,1101.7463
4275,407.18192
4276,2171.2888
4277,1449.6013
4278,2373.8813
4279,1243.2506
4280,666.5313
4281,2095.6787
4282,1571.4915
4283,932.1933
4284,702.4317
4285,1479.8076
4286,2453.7788
4287,2046.5872
4288,330.49435
4289,1160.6693
4290,2083.3809
4291,1756.0569
4292,2159.7043
4293,2.6317916
4294,1569.6252
4295,823.4849
4296,73.816826
4297,2217.9666
4298,2286.2231
4299,1792.3739
4300,2406.3735
4301,2172.0378
4302,2617.5278
4303,1240.0769
4304,1925.63
4305,1478.4537
4306,566.4442
4307,1981.6732
4308,943.54865
4309,1689.4045
4310,2528.8262
4311,2211.375
4312,2454.2974
4313,2140.8633
4314,2110.38
4315,619.8179
4316,2448.3652
4317,1971.9409
4318,1258.5416
4319,2418.3306
4320,1683.754
4321,2600.415
4322,1914.2205
4323,599.6709
4324,200.8173
4325,2377.301
4326,1680.0519
4327,1937.7256
4328,2.6317916
4329,2446.6274
4330,2196.9746
4331,2538.404
4332,540.2243
4333,2.6317916
4334,563.41925
4335,2427.0652
4336,263.67032
4337,1568.5154
4338,2357.146
4339,2036.7424
4340,2.6317916
4341,2448.587
4342,1411.283
4343,1208.6158
4344,1876.148
4345,2573.2537
4346,1228.9166
4347,8.116202
4348,1421.0942
4349,1399.4028
4350,2477.9106
4351,2324.8235
4352,212.89996
4353,1853.3
4354,2497.817
4355,983.3681
4356,955.58527
4357,2524.9878
4358,2516.8223
4359,1737.7626
4360,2541.3967
4361,977.6474
4362,2340.9243
4363,1753.9829
4364,2396.8767
4365,2412.496
4366,2436.5981
4367,1070.5852
4368,2349.1133
4369,2361.3184
4370,1388.5638
4371,511.3387
4372,2276.8667
4373,2584.8906
4374,750.86755
4375,2371.6084
4376,733.87616
4377,1032.6338
4378,2393.172
4379,2241.0337
4380,36.71788
4381,1969.6943
4382,2679.863
4383,562.87976
4384,2479.2974
4385,2468.7415
4386,1532.9434
4387,510.26846
4388,2092.3782
4389,796.2919
4390,1694.4225
4391,1379.0934
4392,1781.3723
4393,2420.5457
4394,1008.50336
4395,267.13657
4396,2335.4187
4397,1197.6123
4398,2259.624
4399,1088.1637
4400,471.46042
4401,1849.7289
4402,2573.6028
4403,2033.6398
4404,2076.1138
4405,1156.721
4406,1584.4097
4407,1618.5155
4408,2316.0166
4409,1314.0063
4410,1493.8934
4411,1418.5051
4412,2346.335
4413,1304.0369
4414,1096.7988
4415,2428.5044
4416,1831.87
4417,2543.3914
4418,527.59033
4419,1499.7219
4420,1925.1252
4421,2368.1094
4422,1273.7415
4423,2255.0725
4424,2.6317916
4425,1199.0486
4426,936.309
4427,1561.6155
4428,1689.1681
4429,1235.0942
4430,1694.0801
4431,490.6412
4432,894.9714
4433,828.43463
4434,1880.1958
4435,641.3821
4436,2503.137
4437,2.6317916
4438,1743.3779
4439,2436.6094
4440,2274.9944
4441,81.60394
4442,1928.2572
4443,2.6317916
4444,1405.1567
4445,1184.5267
4446,846.31274
4447,660.20795
4448,2328.558
4449,2255.375
4450,586.55316
4451,2.6317916
4452,2060.7861
4453,1301.7002
4454,2570.4155
4455,14.08103
4456,1269.0989
4457,1088.926
4458,1445.2295
4459,1437.8254
4460,1535.5747
4461,2697.87
4462,2402.0854
4463,2447.1096
4464,1404.1178
4465,2351.3843
4466,2701.9524
4467,2405.172
4468,1231.0529
4469,2453.037
4470,1488.6199
4471,2370.414
4472,938.9333
4473,2287.6587
4474,2319.927
4475,2014.5858
4476,2451.978
4477,1444.2058
4478,1382.8999
4479,1065.8634
4480,1284.4227
4481,1467.1034
4482,1187.0387
4483,983.2636
4484,1208.2788
4485,751.257
4486,1989.9103
4487,1424.398
4488,2640.2524
4489,2656.8186
4490,2111.9766
4491,1050.3394
4492,2196.8755
4493,1366.5701
4494,805.13654
4495,2229.3193
4496,662.2137
4497,400.54074
4498,750.0401
4499,2290.3784
4500,2253.977
4501,2034.8708
4502,2329.2212
4503,2084.6772
4504,2492.2983
4505,1304.7976
4506,1572.5205
4507,2590.0205
4508,1483.7891
4509,2.6317916
4510,2207.4424
4511,1706.0767
4512,300.00003
4513,2267.4673
4514,2273.3555
4515,2451.3489
4516,2042.3472
4517,1689.1302
4518,2274.7576
4519,2232.5671
4520,1767.5381
4521,1498.5312
4522,2523.8804
4523,2362.8787
4524,2429.7012
4525,2419.6265
4526,784.30774
4527,1018.75995
4528,670.6417
4529,1958.4729
4530,2468.7598
4531,1432.1691
4532,1497.8376
4533,1644.6948
4534,2147.8132
4535,2104.458
4536,1833.2507
4537,889.6163
4538,944.2043
4539,1773.5381
4540,2526.4502
4541,2047.3357
4542,1365.5078
4543,1471.3181
4544,1413.1101
4545,2356.101
4546,2230.3318
4547,1665.3838
4548,2085.0112
4549,575.75134
4550,2174.1191
4551,1971.2944
4552,1384.7849
4553,2083.6633
4554,1660.1653
4555,467.40707
4556,2470.4905
4557,2322.1218
4558,553.43475
4559,201.25798
4560,1857.8116
4561,2305.9424
4562,1980.394
4563,1523.9451
4564,2505.0771
4565,1017.859
4566,2463.481
4567,2689.1501
4568,1266.865
4569,2141.133
4570,1303.6621
4571,1341.4071
4572,7.0958242
4573,2070.957
4574,2585.3074
4575,1332.1459
4576,1665.7332
4577,640.1429
4578,2080.7217
4579,459.24808
4580,2.6317916
4581,2451.7559
4582,1271.5592
4583,2537.86
4584,1354.0085
4585,541.9888
4586,1916.0779
4587,2558.641
4588,1191.021
4589,2591.2468
4590,2069.4507
4591,1509.321
4592,2234.683
4593,1908.5721
4594,2534.833
4595,1328.8203
4596,1231.2639
4597,1273.0929
4598,1838.3096
4599,1957.9625
4600,2404.188
4601,2550.3105
4602,2473.8467
4603,1320.636
4604,1383.6765
4605,2205.177
4606,1618.111
4607,2533.7646
4608,888.41125
4609,1303.6477
4610,1950.2991
4611,2530.768
4612,1914.7856
4613,2397.4236
4614,1513.3856
4615,628.30023
4616,2085.9822
4617,1179.7471
4618,1942.9392
4619,2.6317916
4620,1703.6152
4621,2136.257
4622,2260.5847
4623,1568.0264
4624,1639.7625
4625,792.1046
4626,2596.9565
4627,1179.5637
4628,1881.6692
4629,891.8905
4630,12.893499
4631,2601.2676
4632,788.53815
4633,2691.9695
4634,10.433414
4635,1140.2272
4636,2348.6921
4637,364.6071
4638,2429.0837
4639,2565.9504
4640,1096.7169
4641,1323.6561
4642,2733.014
4643,1778.5017
4644,2924.4976
4645,2517.3083
4646,2638.7744
4647,768.7618
4648,1085.7922
4649,2546.4507
4650,2419.4065
4651,447.74728
4652,1030.8954
4653,785.03235
4654,64.07441
4655,999.46326
4656,1311.8489
4657,631.8723
4658,1677.3679
4659,2620.9807
4660,2137.2793
4661,1309.9052
4662,1051.8163
4663,2111.3342
4664,2317.1296
4665,2296.105
4666,296.6806
4667,1399.3926
4668,1469.7249
4669,220.18797
4670,2874.7737
4671,254.37343
4672,2.6317916
4673,2040.9929
4674,1373.2866
4675,2110.7485
4676,664.4058
4677,588.8719
4678,1993.1794
4679,1780.6013
4680,1296.3794
4681,2330.327
4682,873.8101
4683,1882.5924
4684,1538.3672
4685,1577.5393
4686,1963.6561
4687,2.6317916
4688,1358.9055
4689,2394.1687
4690,966.091
4691,2072.7507
4692,2222.9014
4693,2718.0964
4694,2005.5745
4695,2709.73
4696,2417.2324
4697,2.6317916
4698,2110.1553
4699,1192.3768
4700,1330.0752
4701,2392.1304
4702,561.983
4703,1648.4797
4704,1261.6919
4705,231.45854
4706,1973.121
4707,2515.7483
4708,1538.7808
4709,1279.8358
4710,1065.8843
4711,1695.8938
4712,910.80365
4713,529.69257
4714,1765.2185
4715,2481.5322
4716,1608.9965
4717,2494.6465
4718,1076.2388
4719,1046.5308
4720,2161.201
4721,2329.9822
4722,1297.6794
4723,2210.002
4724,1887.8485
4725,1636.7158
4726,1316.7292
4727,1411.2557
4728,2420.3462
4729,1919.8915
4730,850.3082
4731,2.6317916
4732,1316.7117
4733,2193.8687
4734,1129.0282
4735,705.951
4736,1096.0175
4737,2382.7402
4738,1327.0581
4739,1934.7703
4740,2164.6624
4741,2221.938
4742,2282.1309
4743,1341.6982
4744,1661.1368
4745,1387.0099
4746,1594.1304
4747,1391.0597
4748,2312.051
4749,1875.8062
4750,2572.9795
4751,656.1289
4752,755.20306
4753,1846.2234
4754,2430.1787
4755,2147.3533
4756,1788.8884
4757,2153.4395
4758,1676.5907
4759,2465.2764
4760,338.65625
4761,1002.3919
4762,539.9147
4763,2519.2112
4764,1473.4563
4765,1454.1343
4766,1540.7865
4767,2384.2634
4768,976.27057
4769,2750.0154
4770,1261.5187
4771,2215.1633
4772,2722.333
4773,2521.264
4774,842.80475
4775,2275.1738
4776,485.00903
4777,1655.7588
4778,1357.5686
4779,374.2274
4780,2635.4001
4781,1782.7606
4782,2184.1802
4783,2212.7434
4784,2444.8518
4785,1164.1215
4786,2313.2073
4787,1590.01
4788,2199.9058
4789,839.37695
4790,2295.6875
4791,1726.9856
4792,961.07135
4793,452.43076
4794,2280.1726
4795,1041.0955
4796,2680.1204
4797,1351.6688
4798,2507.4294
4799,2.6317916
4800,2484.1028
4801,643.0661
4802,2638.683
4803,1272.0083
4804,2625.8347
4805,867.4418
4806,1477.3613
4807,246.46501
4808,1343.2534
4809,1125.9666
4810,2255.9277
4811,704.1052
4812,2335.3308
4813,1301.4387
4814,2085.453
4815,777.5252
4816,298.82758
4817,1267.4071
4818,932.6423
4819,2384.878
4820,1875.3574
4821,2703.6194
4822,2658.5583
4823,2702.266
4824,1804.4994
4825,1066.7598
4826,692.60504
4827,1506.9639
4828,1565.5903
4829,2301.5388
4830,743.43744
4831,2515.8413
4832,400.06287
4833,2260.6213
4834,2442.9746
4835,1822.7904
4836,1202.4846
4837,224.31816
4838,2442.253
4839,2256.5872
4840,2.6317916
4841,1558.488
4842,1566.0754
4843,2258.2314
4844,2030.8755
4845,410.17026
4846,2332.4275
4847,1873.3147
4848,2442.2441
4849,1207.413
4850,1520.2079
4851,2098.2075
4852,1461.3762
4853,2141.7148
4854,1460.2578
4855,972.7659
4856,958.75336
4857,1820.8336
4858,1377.2395
4859,214.25314
4860,1899.9998
4861,2360.8025
4862,235.84218
4863,292.5603
4864,1374.6274
4865,1066.3921
4866,1686.0591
4867,591.1231
4868,767.44464
4869,998.04584
4870,2298.5015
4871,1320.223
4872,298.73608
4873,851.2503
4874,885.7424
4875,928.6468
4876,1346.7681
4877,1647.4966
4878,1835.1404
4879,1525.3257
4880,2189.0107
4881,2515.434
4882,2036.9725
4883,1295.6941
4884,2392.8267
4885,1136.6958
4886,666.59595
4887,2378.9456
4888,1678.5276
4889,2463.0293
4890,2457.7344
4891,2403.1343
4892,1931.5778
4893,2.6317916
4894,664.6393
4895,2265.7058
4896,2259.3418
4897,2.6317916
4898,7.425593
4899,346.6347
4900,1882.3225
4901,1360.9319
4902,2570.4941
4903,2588.2964
4904,2019.2144
4905,843.5307
4906,2488.792
4907,2029.5571
4908,2269.8464
4909,717.18274
4910,1155.0264
4911,1015.8777
4912,1695.039
4913,1622.2029
4914,1428.2239
4915,1455.1708
4916,2439.4365
4917,2174.2405
4918,815.3199
4919,528.7819
4920,1996.6729
4921,493.24405
4922,659.4775
4923,1993.5382
4924,2568.8997
4925,1149.4434
4926,2294.7573
4927,2327.5938
4928,2175.1646
4929,2600.3088
4930,1916.5457
4931,652.2764
4932,1532.9945
4933,1250.9296
4934,1311.7898
4935,2399.795
4936,512.1861
4937,2375.9043
4938,2.6317916
4939,1199.3695
4940,2044.4664
4941,1080.4451
4942,402.38702
4943,2396.0916
4944,1736.2439
4945,2601.5547
4946,1950.4324
4947,1730.321
4948,1724.115
4949,2322.7107
4950,2428.986
4951,1847.3488
4952,293.806
4953,2357.0781
